YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,UA,422,N847UA,RNO,DEN,0600,0557,-3,22,0619,130,147,120,804,0919,5,0910,0924,14,0,0,,,,,,
2015,1,1,4,UA,544,N831UA,PIT,IAH,0600,0622,22,19,0641,195,197,175,1117,0836,3,0815,0839,24,0,0,,2,0,22,0,0
2015,1,1,4,UA,1016,N68807,DEN,IAH,0600,0552,-8,11,0603,142,146,114,862,0857,21,0922,0918,-4,0,0,,,,,,
2015,1,1,4,WN,4122,N486WN,BOS,BWI,0600,0556,-4,17,0613,105,83,63,369,0716,3,0745,0719,-26,0,0,,,,,,
2015,1,1,4,WN,4822,N293WN,LAS,BWI,0600,0602,2,10,0612,270,243,230,2106,1302,3,1330,1305,-25,0,0,,,,,,
2015,1,1,4,WN,2215,N249WN,ABQ,HOU,0600,0607,7,29,0636,120,135,103,759,0919,3,0900,0922,22,0,0,,15,0,7,0,0
2015,1,1,4,WN,676,N630WN,PHX,SLC,0600,0601,1,9,0610,95,88,76,507,0726,3,0735,0729,-6,0,0,,,,,,
2015,1,1,4,WN,2787,N910WN,PIT,FLL,0600,0559,-1,9,0608,170,145,132,994,0820,4,0850,0824,-26,0,0,,,,,,
2015,1,1,4,WN,4859,N8641B,PVD,BWI,0600,0606,6,11,0617,100,81,63,327,0720,7,0740,0727,-13,0,0,,,,,,
2015,1,1,4,WN,597,N768SW,SFO,ATL,0600,0554,-6,9,0603,280,270,253,2139,1316,8,1340,1324,-16,0,0,,,,,,
2015,1,1,4,UA,1158,N73445,SFO,ORD,0600,0557,-3,21,0618,257,256,222,1846,1200,13,1217,1213,-4,0,0,,,,,,
2015,1,1,4,UA,1163,N24224,MCO,EWR,0600,0555,-5,10,0605,154,141,126,937,0811,5,0834,0816,-18,0,0,,,,,,
2015,1,1,4,UA,1188,N68822,PDX,IAH,0600,0613,13,11,0624,244,242,224,1825,1208,7,1204,1215,11,0,0,,,,,,
2015,1,1,4,UA,1198,N38451,BOS,ORD,0600,0557,-3,13,0610,173,165,146,867,0736,6,0753,0742,-11,0,0,,,,,,
